Equipa Médica,Número de Consultas,Data Consulta
MJG,13,2023-12-26
MJG,7,2023-09-04
SM,10,2023-11-17
PD,13,2023-11-17
PD,14,2024-01-16
PD,14,2023-07-20
SM,12,2024-01-10
PD,8,2023-12-08
PM,10,2023-08-04
MJG,13,2024-01-30
MJG,5,2023-06-22
Não Aplicável - NA,10,2023-12-07
MJG,11,2023-11-28
PD,8,2023-04-28
SM,9,2023-10-28
MJG,11,2023-08-19
SM,11,2023-05-04
SM,14,2024-01-17
SM,12,2023-10-30
Não Aplicável - NA,15,2023-12-08
MJG,12,2023-11-07
MJG,14,2023-07-26
Não Aplicável - NA,9,2023-07-05
SM,5,2024-03-31
MJG,11,2023-05-29
PD,5,2024-03-05
PM,12,2023-10-25
MJG,7,2024-01-04
PD,11,2023-08-12
Não Aplicável - NA,14,2023-07-01
SM,10,2024-03-10
MJG,6,2023-09-08
SM,8,2023-11-04
Não Aplicável - NA,7,2023-12-03
MJG,15,2023-10-30
MJG,15,2023-04-28
MJG,6,2023-09-10
Não Aplicável - NA,7,2023-09-20
PM,5,2023-10-01
PM,7,2023-09-27
MJG,9,2024-02-21
SM,14,2024-01-14
PD,12,2024-01-03
PM,14,2023-12-01
PM,9,2023-04-26
MJG,10,2024-02-16
SM,11,2024-02-27
SM,15,2023-04-27
PM,15,2024-02-08
MJG,9,2023-11-27
MJG,14,2023-10-17
Não Aplicável - NA,12,2023-05-06
PM,5,2023-06-05
PM,13,2024-02-16
SM,14,2024-03-03
MJG,10,2023-09-30
PD,5,2023-04-30
MJG,7,2023-11-25
PM,12,2024-03-24
MJG,7,2024-04-07
PM,6,2023-06-23
PM,14,2024-03-24
SM,9,2023-09-11
MJG,13,2024-03-27
PM,12,2024-01-27
PM,8,2023-07-25
SM,9,2023-12-30
PM,5,2023-11-07
PD,10,2023-06-29
Não Aplicável - NA,13,2023-07-01
PD,14,2023-12-05
PM,11,2024-01-15
MJG,11,2023-07-14
PM,13,2024-01-10
PM,7,2024-02-06
SM,11,2023-10-26
PD,13,2024-03-19
Não Aplicável - NA,6,2023-07-06
Não Aplicável - NA,12,2023-05-03
SM,12,2023-06-06
Não Aplicável - NA,6,2023-07-25
PD,8,2023-06-13
PM,14,2024-04-07
PD,9,2024-02-06
Não Aplicável - NA,7,2024-03-15
Não Aplicável - NA,11,2023-12-04
SM,9,2024-02-20
PM,9,2024-04-13
PD,9,2024-02-08
MJG,5,2023-08-20
Não Aplicável - NA,8,2023-08-06
SM,14,2023-05-20
MJG,12,2023-09-22
PM,11,2024-01-26
SM,5,2023-11-12
MJG,6,2024-03-03
MJG,8,2023-09-27
SM,10,2023-09-17
PD,8,2023-06-09
MJG,14,2024-03-18
PM,14,2023-08-30
PD,12,2024-01-13
SM,6,2024-01-22
Não Aplicável - NA,15,2023-11-19
MJG,13,2024-02-24
Não Aplicável - NA,10,2024-03-06
PM,14,2023-05-11
PM,8,2023-07-28
MJG,6,2024-01-04
MJG,11,2023-12-21
SM,6,2023-12-22
Não Aplicável - NA,14,2023-08-03
PD,8,2023-08-16
PM,10,2023-08-21
SM,14,2023-06-29
Não Aplicável - NA,7,2023-09-03
MJG,13,2023-10-01
MJG,13,2023-09-06
PD,10,2023-07-04
PD,12,2023-09-01
MJG,14,2023-08-16
PD,8,2023-09-21
SM,6,2023-09-19
SM,10,2023-10-29
PM,12,2023-09-22
SM,14,2024-01-15
PD,15,2024-03-06
SM,14,2024-03-05
MJG,8,2023-10-31
MJG,10,2024-02-11
SM,6,2023-06-05
MJG,9,2024-01-04
PM,7,2024-03-30
MJG,6,2023-05-18
SM,8,2023-11-02
PM,15,2023-10-13
SM,13,2024-03-07
Não Aplicável - NA,10,2024-03-05
PM,11,2023-07-14
PD,10,2023-12-01
PD,12,2023-10-18
MJG,15,2023-04-26
Não Aplicável - NA,14,2024-01-05
PD,6,2023-06-02
PM,7,2023-09-30
PD,15,2023-08-31
SM,7,2023-04-21
PD,13,2024-03-19
PD,7,2024-01-31
SM,5,2023-08-03
PD,9,2024-01-25
PM,7,2023-07-03
MJG,14,2023-04-18
PM,9,2023-08-18
SM,13,2024-03-17
Não Aplicável - NA,12,2024-04-04
SM,11,2023-07-10
MJG,13,2023-07-05
MJG,10,2023-04-17
SM,5,2023-06-05
SM,10,2024-03-14
Não Aplicável - NA,13,2023-08-10
MJG,5,2023-10-06
Não Aplicável - NA,5,2023-08-06
PM,14,2023-09-26
MJG,12,2023-07-30
PD,8,2023-07-04
PD,5,2024-04-07
SM,15,2023-05-01
SM,9,2024-04-09
PM,10,2024-03-27
SM,6,2023-12-04
PD,14,2024-03-06
PD,6,2023-09-15
Não Aplicável - NA,11,2024-03-31
PM,7,2023-09-25
MJG,5,2024-01-31
PD,6,2023-09-04
Não Aplicável - NA,12,2023-06-20
PD,6,2023-12-25
Não Aplicável - NA,6,2023-06-09
Não Aplicável - NA,9,2023-08-01
SM,13,2023-06-22
SM,14,2023-04-19
PM,13,2024-02-12
PD,12,2023-07-08
MJG,15,2023-05-10
PD,10,2024-02-14
PD,11,2023-12-14
Não Aplicável - NA,12,2023-07-20
PD,6,2023-12-03
SM,12,2023-05-27
PD,8,2023-05-08
PM,15,2023-08-27
PD,7,2023-06-16
PM,6,2023-06-13
PM,11,2023-11-15
PM,6,2023-06-10
SM,6,2023-11-02
SM,9,2023-11-26
MJG,15,2024-01-02
Não Aplicável - NA,7,2023-07-12
Não Aplicável - NA,13,2023-04-16
MJG,5,2024-01-29
PM,5,2023-11-20
MJG,7,2023-05-07
PM,15,2023-12-02
Não Aplicável - NA,7,2023-08-28
Não Aplicável - NA,10,2023-11-23
MJG,11,2024-03-09
PM,7,2023-05-24
PD,11,2023-07-21
PM,9,2023-09-14
MJG,14,2023-04-24
SM,7,2023-11-02
MJG,13,2023-10-17
Não Aplicável - NA,5,2024-04-05
MJG,13,2023-07-29
PD,15,2023-11-20
SM,6,2024-03-02
PM,11,2023-06-14
PM,8,2023-07-19
MJG,13,2023-10-08
MJG,12,2023-12-12
MJG,14,2023-05-31
Não Aplicável - NA,7,2024-01-20
SM,13,2023-05-06
MJG,12,2024-02-05
SM,11,2023-09-23
PM,12,2024-03-07
MJG,7,2024-01-05
MJG,7,2023-05-04
Não Aplicável - NA,13,2023-07-28
PM,10,2023-09-06
PD,14,2024-01-10
SM,5,2023-08-04
MJG,6,2024-02-05
SM,14,2023-10-14
SM,5,2023-07-10
PD,15,2023-05-28
MJG,13,2024-02-01
MJG,14,2023-07-27
MJG,6,2023-05-17
SM,5,2023-11-10
PM,14,2023-12-04
SM,15,2024-03-21
MJG,9,2023-11-17
Não Aplicável - NA,9,2024-01-25
SM,15,2023-07-27
PD,5,2023-08-08
SM,7,2023-09-03
MJG,9,2024-02-04
Não Aplicável - NA,11,2024-01-11
SM,6,2023-10-09
Não Aplicável - NA,6,2024-01-16
PD,15,2024-01-03
MJG,11,2024-03-05
PM,9,2024-03-24
SM,13,2023-09-17
Não Aplicável - NA,10,2023-05-12
SM,6,2024-02-12
Não Aplicável - NA,9,2023-08-21
PM,6,2023-05-26
MJG,10,2023-12-11
MJG,14,2023-08-06
PM,11,2024-02-29
Não Aplicável - NA,5,2024-02-14
MJG,8,2024-01-22
PD,8,2023-07-15
Não Aplicável - NA,13,2024-04-12
PD,11,2023-10-28
Não Aplicável - NA,6,2023-11-19
PD,10,2023-04-29
SM,10,2024-01-08
PM,8,2023-12-03
PD,10,2024-01-20
PM,5,2023-06-23
MJG,8,2023-07-04
Não Aplicável - NA,8,2024-01-26
MJG,14,2023-08-15
PM,5,2024-02-04
MJG,11,2023-12-23
SM,14,2023-12-05
MJG,9,2023-06-04
SM,7,2023-12-22
SM,13,2023-08-13
PM,5,2023-08-17
PM,9,2023-04-20
PM,10,2023-05-03
SM,10,2023-12-29
SM,13,2023-11-16
PM,5,2023-08-11
MJG,8,2023-06-16
PD,8,2023-08-20
PD,14,2024-03-21
MJG,8,2023-12-21
MJG,11,2024-02-13
SM,14,2023-06-15
PM,14,2023-07-27
SM,6,2023-10-27
MJG,11,2023-12-16
MJG,13,2023-04-24
SM,13,2023-04-22
SM,8,2023-05-15
Não Aplicável - NA,13,2023-12-06
Não Aplicável - NA,5,2024-03-03
Não Aplicável - NA,9,2023-12-07
Não Aplicável - NA,8,2024-01-27
PD,12,2023-06-12
Não Aplicável - NA,14,2023-06-28
PD,9,2023-10-04
Não Aplicável - NA,12,2023-05-11
PD,12,2023-11-21
SM,6,2024-02-09
MJG,5,2023-05-09
Não Aplicável - NA,7,2024-01-24
Não Aplicável - NA,8,2023-05-09
SM,9,2023-05-18
PM,10,2023-11-18
SM,10,2023-05-18
PD,8,2023-06-01
PD,9,2023-05-11
MJG,5,2024-03-07
SM,8,2024-01-05
SM,13,2024-02-10
PD,10,2023-09-19
MJG,5,2023-07-13
Não Aplicável - NA,12,2023-07-29
SM,5,2023-08-28
MJG,13,2024-02-14
PM,10,2024-04-12
MJG,12,2023-07-08
PD,15,2024-02-11
PD,15,2023-11-22
MJG,13,2023-10-02
Não Aplicável - NA,15,2023-07-26
PM,10,2023-08-25
PD,11,2023-05-30
PD,8,2024-02-24
MJG,12,2023-07-21
PM,5,2023-05-07
SM,8,2024-01-21
MJG,15,2023-07-01
MJG,13,2023-08-22
Não Aplicável - NA,7,2023-11-26
PD,9,2023-05-24
Não Aplicável - NA,9,2023-07-27
PD,13,2023-12-08
PM,10,2023-08-13
MJG,8,2023-06-19
MJG,7,2023-11-05
PD,10,2023-05-31
PD,15,2023-07-27
PM,15,2023-06-04
MJG,15,2023-10-16
MJG,15,2023-10-14
MJG,15,2023-06-07
Não Aplicável - NA,10,2023-04-30
PM,12,2024-01-02
SM,6,2023-11-14
PM,9,2023-09-24
PM,8,2023-08-19
PD,15,2024-01-12
MJG,9,2024-02-29
PD,14,2023-05-20
Não Aplicável - NA,13,2023-06-30
PD,13,2023-11-14
PM,13,2024-04-13
SM,9,2024-03-08
PD,14,2023-11-04
Não Aplicável - NA,15,2023-04-29
MJG,7,2024-03-30
SM,6,2023-06-26
MJG,11,2023-11-17
MJG,5,2023-06-05
MJG,7,2024-02-06
MJG,13,2024-04-07
Não Aplicável - NA,8,2024-02-29
MJG,10,2024-03-29
Não Aplicável - NA,9,2023-10-10
MJG,8,2023-06-07
MJG,11,2024-04-05
PM,6,2024-01-22
SM,15,2024-03-20
SM,14,2024-03-03
PD,12,2023-11-20
PM,8,2023-06-04
SM,5,2023-08-29
MJG,6,2023-07-09
PM,9,2023-06-21
MJG,13,2024-03-12
PD,9,2023-09-26
PM,9,2023-10-21
MJG,11,2023-12-22
MJG,13,2023-11-24
PD,5,2023-08-02
Não Aplicável - NA,8,2023-11-25
PD,6,2024-04-04
SM,8,2023-10-18
Não Aplicável - NA,8,2023-04-28
PM,13,2023-09-04
PD,9,2023-05-31
SM,11,2023-05-13
PD,8,2023-08-29
PM,12,2023-08-30
MJG,15,2024-04-12
PD,7,2023-04-30
SM,7,2023-06-10
Não Aplicável - NA,8,2023-04-29
PD,11,2023-11-11
MJG,8,2024-04-14
PM,14,2023-12-11
PM,10,2023-04-25
Não Aplicável - NA,15,2024-03-31
PD,6,2024-04-06
MJG,9,2024-01-13
SM,11,2023-06-12
SM,7,2024-02-20
SM,8,2023-06-27
MJG,12,2024-03-28
Não Aplicável - NA,9,2023-06-15
PD,6,2023-06-06
Não Aplicável - NA,14,2023-05-31
PM,7,2023-09-17
MJG,5,2023-09-03
Não Aplicável - NA,10,2023-04-16
MJG,7,2024-02-03
PM,11,2024-02-13
SM,9,2024-02-23
PD,15,2024-01-29
PM,11,2023-11-27
PD,14,2024-03-02
PM,7,2023-11-17
PD,14,2023-10-07
PM,14,2023-10-05
SM,6,2023-06-09
PD,8,2023-12-16
Não Aplicável - NA,13,2023-07-08
PM,12,2023-07-22
Não Aplicável - NA,13,2023-08-29
SM,8,2024-01-16
SM,7,2024-03-09
PM,8,2023-05-04
PM,5,2023-06-06
PM,10,2023-08-28
SM,8,2024-02-06
PM,7,2023-05-16
PM,8,2023-07-06
PM,11,2023-09-23
MJG,12,2023-08-19
SM,12,2024-03-23
PD,6,2023-07-02
MJG,13,2024-02-13
SM,10,2024-03-31
MJG,5,2023-05-10
MJG,6,2024-01-13
PD,7,2023-10-04
PM,11,2024-02-13
PD,7,2023-07-10
SM,6,2023-06-02
PD,12,2024-03-21
Não Aplicável - NA,8,2024-01-19
PD,15,2024-02-13
PD,6,2023-04-26
PD,6,2023-10-24
PM,7,2023-06-01
Não Aplicável - NA,12,2023-11-02
SM,12,2024-04-11
PM,7,2023-06-19
PM,13,2023-04-21
Não Aplicável - NA,6,2024-02-05
MJG,11,2023-06-03
Não Aplicável - NA,11,2023-07-18
MJG,5,2023-10-03
PD,8,2023-07-13
PM,6,2023-12-28
PD,11,2023-11-29
PM,14,2023-11-19
Não Aplicável - NA,10,2024-04-14
MJG,6,2023-08-14
PM,12,2023-12-02
PM,9,2024-04-11
PD,11,2023-06-18
PD,13,2023-06-01
SM,13,2023-08-12
PD,7,2024-03-08
PD,11,2023-07-25
SM,14,2024-04-06
Não Aplicável - NA,6,2023-09-09
Não Aplicável - NA,13,2023-06-06
PD,7,2023-07-09
MJG,6,2023-07-09
MJG,8,2024-04-06
SM,14,2023-11-06
PD,10,2024-01-17
PM,11,2024-03-14
Não Aplicável - NA,8,2024-03-21
PD,7,2023-05-18
SM,12,2024-02-04
SM,14,2023-10-03
PD,10,2024-04-06
PD,14,2023-10-11
PD,7,2024-03-05
Não Aplicável - NA,15,2023-05-04
MJG,8,2023-11-19
PD,14,2023-08-07
MJG,10,2023-10-04
Não Aplicável - NA,8,2024-01-12
SM,6,2023-11-07
MJG,8,2024-03-06
PM,7,2023-12-15
SM,12,2024-01-16
PD,12,2023-09-09
Não Aplicável - NA,8,2023-06-30
SM,11,2023-10-20
PM,6,2023-09-09
Não Aplicável - NA,8,2023-12-27
PD,15,2024-03-14
Não Aplicável - NA,12,2024-01-16
Não Aplicável - NA,13,2024-02-08
MJG,10,2024-02-09
PM,5,2023-08-22
Não Aplicável - NA,8,2024-01-06
Não Aplicável - NA,13,2023-11-07
PD,8,2023-08-04
SM,7,2024-03-03
MJG,6,2023-09-15
SM,13,2023-07-12
SM,6,2023-12-05
Não Aplicável - NA,8,2023-08-21
MJG,6,2024-02-13
PM,5,2023-04-29
MJG,12,2023-07-28
SM,6,2023-07-04
PD,10,2024-04-09
MJG,8,2023-12-13
Não Aplicável - NA,10,2023-07-13
Não Aplicável - NA,12,2023-05-20
SM,11,2023-12-19
PM,11,2023-10-29
PD,10,2023-07-17
SM,9,2023-05-26
MJG,10,2024-01-01
MJG,6,2024-02-17
PD,5,2023-04-16
PD,12,2023-04-21
SM,15,2023-11-20
PM,11,2023-10-05
SM,15,2023-10-03
PM,15,2023-11-11
PM,7,2023-12-28
PM,9,2023-11-08
PM,15,2024-02-12
MJG,5,2024-04-05
SM,10,2023-09-25
SM,8,2023-09-24
PD,10,2024-03-23
PD,14,2024-04-13
MJG,8,2024-03-12
Não Aplicável - NA,9,2023-07-26
PD,8,2023-10-13
PD,9,2023-12-12
Não Aplicável - NA,11,2023-11-28
SM,10,2023-11-29
SM,10,2024-04-05
Não Aplicável - NA,11,2023-12-10
PD,13,2023-10-22
PM,12,2023-04-29
Não Aplicável - NA,7,2023-12-08
SM,10,2023-09-02
PM,8,2024-03-28
SM,5,2023-12-25
MJG,13,2024-02-07
MJG,7,2023-11-21
SM,14,2024-03-04
SM,10,2023-11-29
SM,13,2023-09-16
PM,15,2024-04-02
MJG,14,2023-12-11
SM,10,2024-03-05
SM,6,2024-04-14
PM,12,2023-07-31
Não Aplicável - NA,7,2023-05-23
PD,9,2023-05-24
MJG,15,2023-10-07
PM,10,2024-01-18
Não Aplicável - NA,13,2023-05-28
MJG,14,2024-04-14
SM,13,2024-03-14
MJG,8,2023-10-12
PD,15,2023-11-27
Não Aplicável - NA,6,2023-12-07
MJG,5,2023-06-01
PM,6,2023-09-16
PD,7,2023-10-03
SM,5,2024-03-30
MJG,7,2024-02-23
Não Aplicável - NA,5,2023-12-30
PM,9,2023-06-02
PM,15,2023-12-07
PM,14,2023-12-31
MJG,10,2023-05-07
MJG,7,2024-04-07
SM,5,2024-01-10
Não Aplicável - NA,5,2023-09-24
PD,8,2023-10-05
PD,7,2023-11-13
PD,6,2023-09-08
PM,14,2024-02-05
MJG,5,2024-03-19
Não Aplicável - NA,15,2024-03-10
PM,15,2023-08-21
PD,13,2023-07-11
MJG,11,2023-08-29
PM,5,2023-06-26
Não Aplicável - NA,12,2023-05-26
Não Aplicável - NA,13,2023-11-19
SM,6,2023-06-07
Não Aplicável - NA,14,2023-07-09
SM,11,2023-07-03
Não Aplicável - NA,11,2023-08-20
SM,15,2024-03-12
PD,7,2023-10-13
PM,12,2023-07-25
Não Aplicável - NA,7,2023-08-01
Não Aplicável - NA,7,2023-06-10
PM,11,2024-01-27
PM,15,2023-11-07
SM,13,2023-06-21
SM,12,2024-01-18
MJG,15,2024-03-22
PM,6,2023-12-21
PD,7,2023-04-18
MJG,11,2024-02-13
MJG,10,2023-11-24
PD,11,2023-11-14
MJG,14,2024-03-09
PD,9,2024-02-27
Não Aplicável - NA,14,2023-05-14
SM,14,2023-08-10
PM,7,2023-07-28
Não Aplicável - NA,6,2023-06-17
MJG,9,2024-01-23
SM,7,2023-11-17
SM,12,2023-07-11
PD,10,2023-06-11
SM,12,2023-10-03
MJG,15,2024-04-09
SM,5,2024-01-20
PM,9,2023-12-16
MJG,8,2023-11-12
Não Aplicável - NA,9,2024-03-22
PM,6,2023-12-02
PD,13,2023-10-15
Não Aplicável - NA,12,2023-09-10
Não Aplicável - NA,13,2024-03-28
MJG,14,2023-11-10
Não Aplicável - NA,13,2023-12-07
PM,13,2023-06-20
PM,5,2023-04-17
MJG,15,2024-02-11
Não Aplicável - NA,10,2023-05-25
MJG,10,2023-11-15
PM,5,2024-02-16
MJG,15,2024-01-06
PD,14,2023-12-20
SM,8,2023-12-26
Não Aplicável - NA,12,2024-03-05
SM,9,2023-07-12
SM,15,2023-12-09
MJG,9,2023-11-18
PD,5,2024-03-04
PM,11,2023-08-01
MJG,7,2023-06-23
PD,7,2023-08-12
Não Aplicável - NA,8,2023-12-18
MJG,11,2023-07-20
PD,10,2023-09-01
PM,9,2023-06-19
MJG,8,2023-06-09
SM,7,2024-03-09
SM,12,2023-12-15
MJG,9,2023-12-30
PD,10,2024-03-14
PD,5,2024-03-10
Não Aplicável - NA,15,2024-02-10
MJG,15,2024-01-17
Não Aplicável - NA,10,2023-10-13
SM,8,2023-10-22
PM,14,2023-10-05
SM,10,2023-07-29
PD,7,2023-08-21
Não Aplicável - NA,13,2024-03-26
PD,14,2024-01-16
MJG,6,2024-03-07
Não Aplicável - NA,7,2023-07-22
Não Aplicável - NA,7,2023-04-30
MJG,15,2023-04-20
PD,5,2024-01-29
MJG,11,2023-10-16
PM,6,2023-05-15
MJG,13,2023-09-21
SM,12,2023-08-22
PD,8,2023-10-21
PM,6,2023-08-19
MJG,15,2024-02-15
PD,6,2024-01-24
PM,8,2023-05-11
SM,15,2023-05-09
MJG,6,2023-05-13
PD,6,2024-04-01
PD,14,2024-04-01
SM,6,2023-09-28
MJG,9,2024-01-25
SM,12,2024-03-22
SM,8,2024-02-07
MJG,5,2023-12-19
PD,14,2024-02-06
SM,8,2023-11-16
PM,15,2024-01-02
SM,8,2024-02-08
PM,12,2023-11-22
PD,15,2023-07-05
PD,13,2024-01-16
PD,5,2023-09-03
PD,15,2023-08-07
PD,9,2024-01-05
PD,10,2023-06-08
PM,8,2024-04-04
PD,14,2023-06-14
MJG,8,2023-11-10
Não Aplicável - NA,13,2023-06-13
PM,5,2023-07-13
Não Aplicável - NA,6,2023-07-17
MJG,9,2023-09-26
Não Aplicável - NA,10,2023-11-17
SM,6,2023-09-14
MJG,14,2023-11-11
PM,5,2023-10-17
PD,7,2023-08-17
SM,10,2023-09-07
PD,6,2023-05-19
SM,6,2023-12-27
Não Aplicável - NA,8,2023-09-17
PD,8,2024-04-08
PM,14,2023-12-24
SM,8,2024-04-10
PM,8,2023-06-13
PM,14,2023-12-09
MJG,13,2023-07-09
PM,12,2023-09-02
PM,9,2023-08-13
MJG,14,2023-07-24
Não Aplicável - NA,14,2024-01-20
MJG,10,2023-10-31
PM,11,2023-07-14
PM,15,2023-11-03
PD,15,2023-12-03
Não Aplicável - NA,5,2024-03-19
PM,14,2023-11-06
SM,11,2023-09-12
SM,13,2023-05-19
Não Aplicável - NA,6,2024-02-03
PM,8,2023-11-16
PM,6,2023-05-24
PM,14,2023-11-21
MJG,10,2024-03-06
MJG,15,2024-01-10
SM,15,2023-08-04
PD,6,2024-01-08
MJG,5,2023-06-25
SM,14,2023-09-05
Não Aplicável - NA,13,2023-09-04
PD,11,2024-04-13
Não Aplicável - NA,14,2023-07-23
PD,9,2024-02-16
Não Aplicável - NA,7,2023-07-23
SM,9,2024-03-17
MJG,10,2023-06-10
Não Aplicável - NA,14,2023-08-21
PM,7,2024-04-11
Não Aplicável - NA,9,2023-04-19
PD,15,2023-10-09
PM,15,2024-02-15
PM,9,2024-02-23
PD,6,2024-02-07
Não Aplicável - NA,13,2023-10-18
PM,7,2024-02-19
PM,13,2024-03-29
PM,12,2023-07-21
Não Aplicável - NA,7,2023-04-21
PM,6,2023-11-19
PM,13,2023-08-09
MJG,10,2023-04-18
SM,11,2023-12-23
SM,5,2023-08-15
Não Aplicável - NA,6,2023-08-06
MJG,6,2023-08-08
MJG,7,2023-05-06
PD,11,2024-02-28
Não Aplicável - NA,6,2023-09-21
PD,15,2023-10-07
Não Aplicável - NA,15,2023-07-03
PM,10,2023-09-02
PM,13,2023-08-03
Não Aplicável - NA,13,2024-01-12
PD,7,2023-08-02
MJG,6,2023-10-19
MJG,13,2023-10-16
MJG,9,2023-10-16
PD,15,2023-12-23
PD,15,2023-07-01
MJG,9,2024-04-03
SM,12,2024-03-22
PD,11,2023-10-21
SM,6,2023-08-05
Não Aplicável - NA,15,2023-06-06
MJG,14,2023-07-08
PM,8,2023-11-10
SM,12,2023-04-20
PM,14,2024-01-10
PM,8,2023-07-20
PM,9,2023-06-13
MJG,15,2024-01-03
PD,7,2024-01-12
PD,12,2023-09-24
Não Aplicável - NA,13,2023-05-01
Não Aplicável - NA,14,2024-03-01
Não Aplicável - NA,11,2023-05-18
PM,13,2023-08-30
PM,11,2023-11-27
PD,6,2023-11-21
PD,12,2024-04-12
MJG,7,2023-08-28
PD,11,2023-05-19
MJG,12,2023-10-30
MJG,13,2023-12-14
Não Aplicável - NA,10,2023-08-17
MJG,8,2023-08-21
SM,6,2024-03-21
SM,7,2023-12-05
Não Aplicável - NA,13,2024-03-14
Não Aplicável - NA,5,2023-11-16
MJG,5,2023-12-23
MJG,6,2023-11-23
MJG,6,2024-02-21
Não Aplicável - NA,12,2023-12-19
MJG,15,2024-03-21
PD,14,2023-09-16
PD,13,2023-06-30
SM,8,2023-05-09
MJG,10,2024-01-23
PD,13,2023-10-30
SM,11,2024-01-09
Não Aplicável - NA,12,2024-02-22
PM,8,2023-06-18
SM,6,2023-09-07
MJG,5,2024-03-12
PM,13,2023-07-06
PM,9,2024-01-11
SM,14,2024-02-20
SM,7,2024-02-07
PD,8,2024-01-20
SM,15,2023-12-24
MJG,9,2023-11-16
Não Aplicável - NA,13,2024-03-08
PD,9,2023-10-24
SM,14,2023-12-17
SM,15,2024-03-01
MJG,10,2024-03-25
MJG,10,2023-07-13
Não Aplicável - NA,13,2023-12-19
PM,9,2024-03-09
MJG,6,2023-06-25
PD,6,2024-01-31
SM,10,2023-04-19
Não Aplicável - NA,7,2023-10-05
PD,14,2024-01-12
PM,7,2023-12-29
PM,10,2023-09-03
PM,5,2024-02-29
MJG,5,2023-06-13
SM,15,2023-12-05
SM,14,2023-05-26
MJG,13,2023-07-22
PD,15,2023-10-16
PM,13,2023-06-13
MJG,7,2023-05-26
SM,5,2023-08-04
Não Aplicável - NA,5,2023-10-15
PM,13,2023-04-23
Não Aplicável - NA,9,2023-07-20
Não Aplicável - NA,11,2023-09-15
Não Aplicável - NA,6,2023-07-12
PD,11,2023-09-01
SM,12,2023-10-03
SM,6,2023-10-15
MJG,12,2024-01-28
SM,7,2023-11-13
SM,14,2023-08-20
MJG,6,2023-12-03
SM,9,2023-07-23
PM,10,2023-11-07
SM,8,2024-02-16
Não Aplicável - NA,6,2024-03-29
PD,11,2023-06-13
MJG,9,2023-11-17
PM,8,2024-01-19
PD,12,2023-05-08
Não Aplicável - NA,6,2023-11-07
Não Aplicável - NA,5,2023-07-04
MJG,6,2023-06-28
MJG,13,2023-08-24
PD,14,2023-05-28
PD,13,2024-01-26
MJG,13,2023-06-29
PM,9,2024-03-18
Não Aplicável - NA,11,2023-10-08
PM,8,2023-12-17
Não Aplicável - NA,5,2023-12-14
PM,6,2024-02-16
SM,14,2023-11-25
Não Aplicável - NA,8,2023-12-20
SM,7,2023-09-29
PD,7,2023-09-28
MJG,10,2023-07-05
PM,5,2023-12-29
PM,5,2024-03-23
MJG,8,2023-06-01
MJG,7,2023-11-25
MJG,5,2023-07-01
PM,7,2023-10-26
MJG,10,2023-06-16
PM,13,2023-06-18
SM,5,2023-05-25
SM,14,2023-10-23
SM,8,2024-04-04
MJG,10,2023-08-01
PD,8,2023-07-06
SM,7,2024-02-07
PD,13,2023-10-30
PM,7,2023-09-27
SM,9,2023-10-06
MJG,10,2023-05-16
PM,7,2023-07-29
MJG,15,2023-04-17
Não Aplicável - NA,14,2024-03-22
SM,7,2023-07-01
MJG,6,2023-11-20
PM,12,2023-10-22
SM,5,2023-08-01
MJG,6,2024-03-08
MJG,11,2023-05-07
MJG,15,2023-11-23
SM,11,2024-01-11
MJG,12,2023-08-23
PM,15,2024-04-13
MJG,15,2023-10-14
MJG,15,2023-12-07
Não Aplicável - NA,11,2023-06-17
Não Aplicável - NA,11,2023-06-08
MJG,9,2023-08-03
PD,15,2023-05-13
SM,13,2023-09-12
Não Aplicável - NA,13,2023-06-16
PM,13,2023-11-18
PD,9,2023-08-24
MJG,11,2023-12-11
Não Aplicável - NA,10,2023-06-06
Não Aplicável - NA,9,2023-06-11
Não Aplicável - NA,6,2023-10-21
PM,12,2023-12-25
SM,14,2023-08-12
PD,12,2024-01-08
Não Aplicável - NA,6,2023-10-18
PD,13,2024-01-29
MJG,14,2023-09-16
PD,8,2023-08-07
MJG,10,2024-04-09
PM,13,2023-11-07
Não Aplicável - NA,6,2023-05-28
MJG,13,2023-11-08
Não Aplicável - NA,14,2023-06-28
MJG,5,2023-07-17
Não Aplicável - NA,5,2023-05-20
SM,15,2023-05-10
Não Aplicável - NA,13,2023-06-25
Não Aplicável - NA,13,2024-01-05
MJG,15,2024-02-20
Não Aplicável - NA,10,2024-01-13
SM,7,2024-03-02
PM,8,2023-09-02
MJG,5,2024-03-25
SM,12,2023-06-07
Não Aplicável - NA,6,2023-10-31
SM,14,2023-07-10
MJG,12,2023-12-28
Não Aplicável - NA,8,2023-11-03
PM,10,2023-06-10
MJG,10,2023-05-31
SM,8,2024-03-20
PM,12,2023-06-19
MJG,13,2024-02-19
MJG,11,2024-01-06
Não Aplicável - NA,12,2023-05-01
SM,9,2023-11-05
SM,9,2024-03-23
SM,9,2024-03-11
PM,15,2023-06-12
PM,5,2023-06-11
Não Aplicável - NA,10,2023-05-26
Não Aplicável - NA,14,2024-03-30
MJG,11,2023-08-14
MJG,10,2023-09-29
SM,11,2023-09-27
PD,5,2024-02-24
PM,8,2023-05-23
PM,13,2023-06-28
SM,11,2023-05-06
PM,12,2023-12-08
PM,10,2023-05-18
MJG,7,2023-11-30
Não Aplicável - NA,10,2024-01-25
SM,14,2023-06-24
PM,13,2023-12-30
